Actual				Predicted
1.0				3.1
1.0				3.2
1.0				3.2
1.0				3.2
1.0				3.2
1.0				3.2
1.0				3.2
1.0				3.3
1.0				3.3
1.0				3.4
1.0				3.4
1.0				3.4
1.0				3.4
1.0				3.4
1.0				3.5
1.0				3.5
1.0				3.6
1.0				3.6
1.0				3.6
1.0				3.7
1.0				3.8
1.0				3.9
1.0				3.9
1.0				4.0
1.0				4.0
1.0				4.1
1.0				4.1
1.0				4.2
1.0				4.2
1.0				4.4
1.0				4.4
1.0				4.5
1.0				4.6
1.0				4.7
1.0				4.8
1.0				4.9
1.0				5.0
1.0				5.1
1.0				5.1
1.0				5.2
1.0				5.2
1.0				5.3
1.0				5.4
1.0				5.6
1.0				5.7
1.0				6.4
1.0				7.3
1.0				8.9
1.0				9.2
1.0				9.4
1.0				9.8
1.0				11.2
1.0				15.0
1.0				19.9
1.0				40.1
2.0				1.3
2.0				1.3
2.0				1.5
2.0				1.6
2.0				1.6
2.0				1.6
2.0				1.6
2.0				1.6
2.0				1.7
2.0				1.7
2.0				1.7
2.0				1.7
2.0				1.7
2.0				1.8
2.0				1.8
2.0				1.8
2.0				1.8
2.0				1.9
2.0				1.9
2.0				1.9
2.0				2.0
2.0				2.0
2.0				2.0
2.0				2.0
2.0				2.0
2.0				2.1
2.0				2.1
2.0				2.1
2.0				2.2
2.0				2.2
2.0				2.2
2.0				2.2
2.0				2.2
2.0				2.2
2.0				2.3
2.0				2.3
2.0				2.3
2.0				2.3
2.0				2.3
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.4
2.0				2.5
2.0				2.5
2.0				2.5
2.0				2.5
2.0				2.5
2.0				2.5
2.0				2.6
2.0				2.6
2.0				2.6
2.0				2.6
2.0				2.6
2.0				2.7
2.0				2.7
2.0				2.7
2.0				2.8
2.0				2.8
2.0				2.9
2.0				2.9
2.0				3.0
2.0				3.0
2.0				3.0
2.0				3.1
2.0				3.1
2.0				3.1
2.0				3.1
2.0				3.2
2.0				3.2
2.0				3.3
2.0				3.3
2.0				3.3
2.0				3.4
2.0				3.4
2.0				3.4
2.0				3.5
2.0				3.5
2.0				3.5
2.0				3.5
2.0				3.7
2.0				3.7
2.0				3.7
2.0				3.8
2.0				3.8
2.0				3.9
2.0				4.0
2.0				4.0
2.0				4.1
2.0				4.1
2.0				4.1
2.0				4.2
2.0				4.3
2.0				4.3
2.0				4.5
2.0				4.5
2.0				4.5
2.0				4.6
2.0				4.9
2.0				4.9
2.0				5.0
2.0				5.1
2.0				5.3
2.0				5.4
2.0				5.6
2.0				6.3
2.0				6.5
2.0				8.0
2.0				8.2
2.0				10.0
2.0				31.9
3.0				1.3
3.0				1.6
3.0				1.9
3.0				1.9
3.0				2.0
3.0				2.1
3.0				2.2
3.0				2.3
3.0				2.3
3.0				2.5
3.0				2.6
3.0				2.6
3.0				2.6
3.0				2.8
3.0				2.8
3.0				2.9
3.0				2.9
3.0				3.0
3.0				3.0
3.0				3.0
3.0				3.1
3.0				3.1
3.0				3.1
3.0				3.2
3.0				3.2
3.0				3.3
3.0				3.3
3.0				3.3
3.0				3.4
3.0				3.4
3.0				3.5
3.0				3.5
3.0				3.5
3.0				3.5
3.0				3.6
3.0				3.6
3.0				3.6
3.0				3.7
3.0				3.9
3.0				4.1
3.0				4.1
3.0				4.1
3.0				4.2
3.0				4.2
3.0				4.3
3.0				4.5
3.0				4.7
3.0				5.0
3.0				5.1
3.0				5.2
3.0				5.2
3.0				5.3
3.0				5.3
3.0				5.3
3.0				5.4
3.0				5.7
3.0				5.7
3.0				5.9
3.0				6.0
3.0				6.7
3.0				6.7
3.0				6.9
3.0				7.3
3.0				7.4
3.0				7.8
3.0				7.8
3.0				8.0
3.0				8.3
3.0				17.4
3.0				19.1
3.0				59.2
4.0				2.1
4.0				2.3
4.0				2.4
4.0				2.5
4.0				2.6
4.0				2.7
4.0				2.7
4.0				3.0
4.0				3.1
4.0				3.3
4.0				3.4
4.0				3.4
4.0				3.5
4.0				3.6
4.0				3.6
4.0				3.9
4.0				3.9
4.0				4.0
4.0				4.0
4.0				4.1
4.0				4.4
4.0				4.6
4.0				4.8
4.0				4.8
4.0				4.9
4.0				5.0
4.0				5.0
4.0				5.0
4.0				5.1
4.0				5.3
4.0				5.7
4.0				5.7
4.0				5.8
4.0				6.0
4.0				6.4
4.0				6.4
4.0				6.4
4.0				6.5
4.0				6.6
4.0				6.9
4.0				7.0
4.0				7.1
4.0				7.1
4.0				7.1
4.0				7.1
4.0				7.5
4.0				7.7
4.0				9.0
4.0				9.4
4.0				9.4
4.0				9.4
4.0				9.6
4.0				9.7
4.0				9.9
4.0				10.4
4.0				10.6
4.0				11.2
4.0				12.9
4.0				15.5
4.0				17.4
4.0				19.2
4.0				20.3
4.0				25.0
4.0				30.6
4.0				50.6
5.0				2.8
5.0				3.0
5.0				3.6
5.0				3.9
5.0				4.1
5.0				4.3
5.0				4.4
5.0				5.1
5.0				5.1
5.0				5.1
5.0				5.2
5.0				5.4
5.0				5.6
5.0				6.0
5.0				6.2
5.0				6.2
5.0				6.5
5.0				6.5
5.0				6.7
5.0				6.8
5.0				6.8
5.0				6.8
5.0				6.9
5.0				7.0
5.0				7.6
5.0				7.8
5.0				7.9
5.0				8.0
5.0				8.2
5.0				8.2
5.0				8.2
5.0				8.5
5.0				8.5
5.0				8.7
5.0				8.8
5.0				8.8
5.0				9.1
5.0				10.3
5.0				10.5
5.0				11.8
5.0				11.9
5.0				13.0
5.0				14.8
5.0				22.2
5.0				47.6
6.0				2.8
6.0				3.1
6.0				3.9
6.0				4.3
6.0				4.4
6.0				4.5
6.0				5.2
6.0				6.0
6.0				6.4
6.0				6.9
6.0				7.1
6.0				7.3
6.0				7.5
6.0				7.6
6.0				7.7
6.0				8.1
6.0				8.6
6.0				9.5
6.0				10.3
6.0				11.0
6.0				11.9
6.0				12.8
6.0				13.8
6.0				15.0
6.0				15.5
6.0				17.2
6.0				17.7
6.0				18.2
6.0				20.9
7.0				2.6
7.0				3.5
7.0				3.6
7.0				4.0
7.0				5.7
7.0				6.2
7.0				6.4
7.0				6.5
7.0				6.5
7.0				6.5
7.0				6.6
7.0				6.8
7.0				6.8
7.0				7.4
7.0				7.6
7.0				7.6
7.0				7.6
7.0				8.3
7.0				8.6
7.0				9.1
7.0				10.3
7.0				11.2
7.0				11.2
7.0				11.5
7.0				11.6
7.0				11.7
7.0				12.9
7.0				13.1
7.0				13.1
7.0				14.7
7.0				15.9
7.0				19.2
8.0				4.1
8.0				4.5
8.0				4.5
8.0				5.9
8.0				6.1
8.0				6.1
8.0				6.8
8.0				6.9
8.0				6.9
8.0				7.3
8.0				7.4
8.0				7.9
8.0				8.2
8.0				8.3
8.0				8.6
8.0				8.7
8.0				8.8
8.0				9.1
8.0				9.2
8.0				9.3
8.0				9.4
8.0				9.6
8.0				9.9
8.0				10.1
8.0				10.6
8.0				10.6
8.0				10.9
8.0				10.9
8.0				11.2
8.0				11.2
8.0				11.6
8.0				11.7
8.0				11.8
8.0				12.3
8.0				12.4
8.0				12.4
8.0				12.6
8.0				13.0
8.0				13.2
8.0				13.3
8.0				13.3
8.0				14.0
8.0				14.1
8.0				14.3
8.0				14.6
8.0				14.7
8.0				15.4
8.0				15.9
8.0				16.0
8.0				16.4
8.0				17.0
8.0				17.1
8.0				17.7
8.0				18.1
8.0				18.1
8.0				18.8
8.0				19.0
8.0				38.5
8.0				59.2
9.0				2.9
9.0				4.2
9.0				5.2
9.0				5.7
9.0				6.0
9.0				6.2
9.0				7.3
9.0				7.5
9.0				7.7
9.0				7.9
9.0				8.1
9.0				8.2
9.0				8.6
9.0				8.8
9.0				8.9
9.0				9.4
9.0				9.8
9.0				9.9
9.0				10.2
9.0				10.2
9.0				10.7
9.0				11.0
9.0				11.3
9.0				11.6
9.0				11.6
9.0				12.2
9.0				12.3
9.0				13.5
9.0				13.5
9.0				15.0
9.0				15.1
9.0				15.1
9.0				15.9
9.0				16.0
9.0				17.1
9.0				18.2
9.0				20.3
9.0				26.0
9.0				28.7
9.0				77.1
10.0				6.5
10.0				6.8
10.0				7.6
10.0				7.9
10.0				8.7
10.0				8.8
10.0				9.1
10.0				9.1
10.0				9.3
10.0				9.7
10.0				9.8
10.0				9.9
10.0				10.6
10.0				11.9
10.0				12.0
10.0				12.1
10.0				12.1
10.0				12.4
10.0				12.8
10.0				13.1
10.0				13.4
10.0				13.7
10.0				13.8
10.0				13.9
10.0				14.5
10.0				14.7
10.0				14.8
10.0				14.8
10.0				15.1
10.0				16.1
10.0				17.1
10.0				17.4
10.0				17.7
10.0				17.7
10.0				22.5
11.0				7.3
11.0				7.6
11.0				8.7
11.0				9.0
11.0				9.3
11.0				12.1
11.0				12.5
11.0				12.6
11.0				12.7
11.0				13.1
11.0				13.3
11.0				14.0
11.0				16.7
11.0				18.2
11.0				18.7
11.0				19.2
12.0				5.2
12.0				5.9
12.0				9.9
12.0				12.2
12.0				12.3
12.0				12.4
12.0				12.7
12.0				13.1
12.0				13.5
12.0				13.6
12.0				13.6
12.0				13.8
12.0				14.2
12.0				14.6
12.0				14.6
12.0				14.7
12.0				15.5
12.0				15.8
12.0				18.2
12.0				19.3
12.0				20.8
12.0				21.3
12.0				26.6
12.0				27.9
12.0				35.0
12.0				37.4
12.0				43.3
13.0				7.4
13.0				7.8
13.0				8.0
13.0				9.8
13.0				11.6
13.0				14.2
13.0				14.2
13.0				14.4
13.0				14.5
13.0				14.6
13.0				15.1
13.0				15.3
13.0				15.7
13.0				19.0
13.0				21.3
13.0				22.3
13.0				22.6
13.0				32.6
13.0				43.4
14.0				7.5
14.0				8.0
14.0				8.5
14.0				8.5
14.0				8.6
14.0				9.1
14.0				9.5
14.0				10.3
14.0				10.4
14.0				10.8
14.0				10.9
14.0				11.2
14.0				11.7
14.0				11.8
14.0				12.0
14.0				12.2
14.0				12.2
14.0				12.3
14.0				12.8
14.0				12.9
14.0				12.9
14.0				12.9
14.0				13.2
14.0				14.4
14.0				14.8
14.0				15.1
14.0				16.6
14.0				17.9
14.0				19.5
14.0				19.6
14.0				20.6
14.0				21.2
14.0				23.1
14.0				26.8
14.0				29.5
15.0				10.1
15.0				10.5
15.0				10.7
15.0				11.2
15.0				11.3
15.0				12.2
15.0				13.6
15.0				13.6
15.0				13.9
15.0				14.0
15.0				14.3
15.0				14.4
15.0				14.9
15.0				15.3
15.0				15.3
15.0				15.6
15.0				16.0
15.0				16.4
15.0				16.9
15.0				16.9
15.0				17.1
15.0				17.3
15.0				17.5
15.0				17.7
15.0				17.9
15.0				18.5
15.0				18.6
15.0				19.9
15.0				20.5
15.0				21.5
15.0				21.7
15.0				22.8
15.0				23.3
15.0				24.2
15.0				24.4
15.0				42.3
16.0				7.3
16.0				10.0
16.0				10.1
16.0				10.3
16.0				11.2
16.0				12.0
16.0				12.0
16.0				12.3
16.0				12.9
16.0				13.4
16.0				13.6
16.0				13.8
16.0				14.2
16.0				14.2
16.0				14.3
16.0				15.2
16.0				15.3
16.0				15.6
16.0				15.6
16.0				16.0
16.0				16.2
16.0				16.4
16.0				16.7
16.0				17.2
16.0				17.7
16.0				17.8
16.0				18.3
16.0				18.5
16.0				18.5
16.0				19.0
16.0				19.2
16.0				20.4
16.0				20.5
16.0				20.5
16.0				20.6
16.0				20.9
16.0				22.3
16.0				23.6
16.0				23.7
16.0				23.8
16.0				24.3
16.0				24.9
16.0				25.3
16.0				25.5
16.0				25.8
16.0				25.8
16.0				26.6
16.0				28.3
16.0				30.2
16.0				30.6
16.0				34.4
16.0				34.6
16.0				38.4
17.0				10.3
17.0				12.3
17.0				14.3
17.0				15.3
17.0				15.6
17.0				16.2
17.0				17.1
17.0				17.3
17.0				20.1
17.0				20.3
17.0				20.4
17.0				20.5
17.0				21.3
17.0				21.6
17.0				22.5
17.0				23.4
17.0				24.6
17.0				25.6
17.0				26.5
17.0				26.5
17.0				26.9
17.0				34.8
17.0				35.7
17.0				37.4
17.0				38.1
17.0				40.0
18.0				9.1
18.0				12.5
18.0				12.8
18.0				14.5
18.0				14.5
18.0				14.8
18.0				15.0
18.0				15.1
18.0				15.4
18.0				15.9
18.0				16.9
18.0				17.0
18.0				17.1
18.0				17.4
18.0				18.1
18.0				18.2
18.0				18.4
18.0				18.5
18.0				18.6
18.0				18.8
18.0				18.9
18.0				19.1
18.0				19.5
18.0				19.8
18.0				19.9
18.0				21.2
18.0				21.5
18.0				21.9
18.0				22.1
18.0				22.1
18.0				22.3
18.0				22.6
18.0				22.7
18.0				22.8
18.0				23.8
18.0				23.8
18.0				24.0
18.0				24.2
18.0				24.9
18.0				25.1
18.0				25.8
18.0				26.4
18.0				26.8
18.0				29.1
18.0				35.5
18.0				42.1
19.0				13.7
19.0				15.5
19.0				15.7
19.0				17.2
19.0				18.4
19.0				19.0
19.0				19.3
19.0				20.9
19.0				21.4
19.0				22.0
19.0				24.6
19.0				25.6
19.0				26.3
19.0				27.8
19.0				31.4
20.0				11.2
20.0				13.2
20.0				14.6
20.0				16.8
20.0				17.7
20.0				18.2
20.0				18.9
20.0				19.0
20.0				19.1
20.0				19.3
20.0				19.6
20.0				20.0
20.0				20.4
20.0				20.5
20.0				21.3
20.0				21.8
20.0				23.0
20.0				23.8
20.0				24.1
20.0				24.2
20.0				24.8
20.0				25.0
20.0				29.8
20.0				32.3
20.0				32.5
20.0				44.6
21.0				5.1
21.0				7.7
21.0				10.6
21.0				17.7
21.0				18.0
21.0				18.4
21.0				18.5
21.0				18.8
21.0				19.0
21.0				20.3
21.0				20.7
21.0				20.8
21.0				21.1
21.0				21.1
21.0				21.6
21.0				22.0
21.0				22.1
21.0				22.2
21.0				22.9
21.0				22.9
21.0				23.1
21.0				23.1
21.0				23.4
21.0				23.7
21.0				23.8
21.0				24.1
21.0				24.9
21.0				25.5
21.0				26.6
21.0				28.3
21.0				30.2
21.0				30.8
21.0				40.5
21.0				46.3
22.0				11.7
22.0				14.1
22.0				15.1
22.0				15.4
22.0				16.8
22.0				17.7
22.0				18.6
22.0				19.0
22.0				19.2
22.0				20.6
22.0				20.8
22.0				21.0
22.0				21.3
22.0				21.3
22.0				21.7
22.0				21.8
22.0				21.8
22.0				21.8
22.0				22.2
22.0				22.8
22.0				23.0
22.0				25.2
22.0				25.7
22.0				26.6
22.0				27.4
22.0				28.9
22.0				30.2
22.0				31.4
22.0				32.1
22.0				32.2
22.0				34.7
22.0				36.2
22.0				41.5
22.0				45.4
22.0				52.1
23.0				12.6
23.0				17.8
23.0				18.0
23.0				18.2
23.0				18.4
23.0				18.7
23.0				18.9
23.0				20.9
23.0				21.7
23.0				21.9
23.0				22.5
23.0				22.9
23.0				22.9
23.0				23.6
23.0				24.4
23.0				25.4
23.0				25.4
23.0				26.6
23.0				28.5
23.0				28.9
23.0				32.5
23.0				37.4
23.0				49.5
24.0				14.7
24.0				15.9
24.0				15.9
24.0				16.9
24.0				18.1
24.0				18.1
24.0				18.7
24.0				19.2
24.0				19.5
24.0				20.1
24.0				20.3
24.0				20.6
24.0				21.5
24.0				21.7
24.0				22.4
24.0				22.4
24.0				23.6
24.0				23.7
24.0				24.1
24.0				24.4
24.0				24.4
24.0				24.5
24.0				24.7
24.0				24.7
24.0				24.8
24.0				25.0
24.0				26.1
24.0				26.2
24.0				26.5
24.0				26.9
24.0				27.1
24.0				27.4
24.0				27.5
24.0				27.7
24.0				28.9
24.0				29.3
24.0				29.4
24.0				29.7
24.0				29.8
24.0				30.1
24.0				30.4
24.0				31.9
24.0				32.7
24.0				33.2
24.0				33.7
24.0				33.8
24.0				35.4
24.0				35.8
25.0				13.0
25.0				15.2
25.0				15.4
25.0				19.0
25.0				19.2
25.0				21.6
25.0				21.8
25.0				22.2
25.0				22.2
25.0				22.3
25.0				22.7
25.0				22.9
25.0				24.7
25.0				25.2
25.0				25.8
25.0				26.1
25.0				26.2
25.0				26.4
25.0				26.5
25.0				26.9
25.0				27.2
25.0				28.1
25.0				28.6
25.0				29.2
25.0				29.5
25.0				29.7
25.0				32.0
25.0				33.0
25.0				33.8
25.0				34.5
25.0				34.7
25.0				35.1
25.0				36.8
25.0				36.9
25.0				40.7
25.0				40.7
25.0				41.6
25.0				43.7
25.0				54.6
26.0				16.9
26.0				17.0
26.0				17.5
26.0				19.6
26.0				19.9
26.0				19.9
26.0				20.4
26.0				20.8
26.0				20.8
26.0				21.1
26.0				21.2
26.0				21.3
26.0				21.9
26.0				21.9
26.0				22.0
26.0				22.4
26.0				22.7
26.0				22.7
26.0				22.8
26.0				22.9
26.0				23.1
26.0				23.6
26.0				23.9
26.0				23.9
26.0				24.2
26.0				24.3
26.0				24.5
26.0				24.7
26.0				25.0
26.0				25.2
26.0				25.2
26.0				25.7
26.0				26.0
26.0				26.0
26.0				26.1
26.0				26.3
26.0				26.6
26.0				26.7
26.0				26.7
26.0				26.9
26.0				27.0
26.0				27.0
26.0				27.1
26.0				27.2
26.0				27.5
26.0				27.8
26.0				28.0
26.0				28.2
26.0				28.4
26.0				29.0
26.0				29.6
26.0				30.1
26.0				30.6
26.0				31.3
26.0				31.3
26.0				32.0
26.0				32.1
26.0				32.2
26.0				32.7
26.0				33.4
26.0				34.2
26.0				34.4
26.0				35.2
26.0				36.9
26.0				36.9
26.0				37.7
26.0				39.0
26.0				39.7
26.0				42.8
26.0				49.6
27.0				15.0
27.0				17.8
27.0				18.7
27.0				18.9
27.0				21.4
27.0				22.8
27.0				23.8
27.0				24.0
27.0				24.1
27.0				24.7
27.0				24.8
27.0				24.9
27.0				25.0
27.0				26.3
27.0				26.3
27.0				26.7
27.0				26.8
27.0				27.5
27.0				29.2
27.0				31.7
27.0				31.8
27.0				33.8
27.0				34.1
27.0				35.8
27.0				36.7
27.0				37.1
27.0				37.3
27.0				37.6
27.0				41.2
27.0				41.8
27.0				42.7
27.0				48.5
28.0				18.0
28.0				21.1
28.0				21.5
28.0				21.6
28.0				21.6
28.0				22.9
28.0				23.4
28.0				24.8
28.0				25.1
28.0				25.8
28.0				26.3
28.0				26.5
28.0				26.8
28.0				26.8
28.0				26.9
28.0				27.1
28.0				29.0
28.0				29.5
28.0				29.9
28.0				30.0
28.0				30.7
28.0				30.8
28.0				30.8
28.0				31.0
28.0				31.0
28.0				31.2
28.0				32.2
28.0				32.9
28.0				33.2
28.0				33.2
28.0				34.6
28.0				35.2
28.0				35.5
28.0				35.6
28.0				37.6
28.0				39.3
28.0				44.1
29.0				17.9
29.0				18.2
29.0				21.8
29.0				24.0
29.0				24.3
29.0				25.9
29.0				25.9
29.0				26.1
29.0				26.4
29.0				26.7
29.0				26.7
29.0				27.0
29.0				27.3
29.0				28.0
29.0				28.6
29.0				29.1
29.0				29.2
29.0				29.4
29.0				29.8
29.0				30.0
29.0				31.5
29.0				31.6
29.0				33.0
29.0				33.1
29.0				34.8
29.0				36.9
29.0				37.1
29.0				37.1
29.0				37.3
29.0				38.2
29.0				38.3
29.0				38.5
29.0				38.7
29.0				39.2
29.0				40.4
29.0				40.6
29.0				42.6
29.0				45.5
30.0				10.7
30.0				13.4
30.0				18.1
30.0				18.4
30.0				21.6
30.0				22.8
30.0				22.8
30.0				24.2
30.0				25.3
30.0				26.0
30.0				26.1
30.0				27.3
30.0				27.6
30.0				28.5
30.0				29.4
30.0				29.9
30.0				30.4
30.0				32.7
30.0				32.8
30.0				33.2
30.0				33.4
30.0				39.0
30.0				39.0
30.0				40.0
30.0				40.6
30.0				42.7
30.0				48.8
30.0				49.5
31.0				18.3
31.0				18.9
31.0				22.4
31.0				23.5
31.0				23.7
31.0				25.4
31.0				25.5
31.0				27.2
31.0				28.2
31.0				30.2
31.0				30.8
31.0				30.9
31.0				32.5
31.0				32.8
31.0				33.2
31.0				34.9
31.0				36.7
31.0				37.2
31.0				37.5
31.0				37.6
31.0				39.5
31.0				43.9
31.0				44.2
31.0				52.3
31.0				57.0
32.0				13.8
32.0				18.3
32.0				22.1
32.0				23.7
32.0				25.1
32.0				25.5
32.0				25.8
32.0				26.0
32.0				26.1
32.0				27.6
32.0				27.8
32.0				28.1
32.0				29.0
32.0				29.4
32.0				30.0
32.0				30.4
32.0				30.8
32.0				31.3
32.0				31.5
32.0				31.8
32.0				34.2
32.0				34.6
32.0				34.6
32.0				35.0
32.0				35.0
32.0				35.1
32.0				36.6
32.0				36.8
32.0				37.2
32.0				37.9
32.0				38.0
32.0				38.2
32.0				39.9
32.0				42.9
32.0				43.2
32.0				46.4
33.0				21.1
33.0				26.1
33.0				30.7
33.0				32.7
33.0				33.9
33.0				35.3
33.0				36.8
33.0				38.3
33.0				42.8
33.0				47.0
33.0				47.5
33.0				52.6
34.0				21.1
34.0				21.8
34.0				22.0
34.0				27.5
34.0				27.7
34.0				30.0
34.0				30.5
34.0				30.8
34.0				32.5
34.0				33.5
34.0				34.0
34.0				35.6
34.0				36.5
34.0				38.7
34.0				38.9
34.0				39.7
34.0				40.6
34.0				42.2
34.0				46.1
34.0				46.6
34.0				48.9
34.0				56.7
35.0				22.6
35.0				25.8
35.0				27.0
35.0				27.5
35.0				27.8
35.0				28.4
35.0				29.2
35.0				29.6
35.0				30.5
35.0				31.0
35.0				31.3
35.0				31.5
35.0				31.6
35.0				31.9
35.0				32.0
35.0				33.7
35.0				35.1
35.0				35.7
35.0				36.1
35.0				38.3
35.0				38.6
35.0				38.9
35.0				39.7
35.0				39.9
35.0				40.6
35.0				41.5
35.0				43.3
35.0				44.2
35.0				46.2
35.0				46.7
35.0				48.1
36.0				17.2
36.0				24.5
36.0				25.2
36.0				25.4
36.0				29.0
36.0				29.5
36.0				31.3
36.0				32.0
36.0				32.7
36.0				34.3
36.0				34.6
36.0				34.7
36.0				34.7
36.0				34.9
36.0				35.4
36.0				35.6
36.0				36.3
36.0				36.4
36.0				37.1
36.0				39.1
36.0				39.2
36.0				42.2
36.0				43.3
36.0				44.0
36.0				49.4
36.0				53.0
36.0				54.6
36.0				57.3
37.0				16.3
37.0				17.9
37.0				19.4
37.0				24.7
37.0				26.3
37.0				27.0
37.0				27.5
37.0				28.0
37.0				28.8
37.0				29.6
37.0				30.1
37.0				30.6
37.0				33.4
37.0				35.1
37.0				38.8
37.0				39.8
37.0				40.1
37.0				43.8
37.0				44.3
37.0				46.5
37.0				50.2
37.0				52.2
37.0				53.6
37.0				57.7
38.0				24.2
38.0				32.2
38.0				33.0
38.0				33.0
38.0				33.1
38.0				33.4
38.0				34.0
38.0				34.4
38.0				35.7
38.0				36.6
38.0				36.9
38.0				38.1
38.0				39.2
38.0				41.5
38.0				42.0
38.0				44.2
38.0				46.3
38.0				50.2
38.0				51.3
38.0				51.4
38.0				54.2
38.0				54.9
38.0				55.9
39.0				24.3
39.0				27.4
39.0				27.8
39.0				29.5
39.0				31.9
39.0				33.1
39.0				34.9
39.0				35.1
39.0				35.3
39.0				36.5
39.0				37.3
39.0				37.8
39.0				38.1
39.0				38.6
39.0				39.0
39.0				40.7
39.0				42.0
39.0				42.0
39.0				42.6
39.0				42.7
39.0				43.5
39.0				44.0
39.0				44.2
39.0				44.8
39.0				45.7
39.0				46.8
39.0				47.1
39.0				47.5
39.0				48.7
39.0				51.9
39.0				51.9
39.0				53.3
39.0				54.0
39.0				56.9
40.0				22.7
40.0				23.8
40.0				24.6
40.0				31.7
40.0				32.1
40.0				33.5
40.0				34.2
40.0				34.6
40.0				36.1
40.0				36.6
40.0				39.3
40.0				39.3
40.0				39.3
40.0				43.0
40.0				43.1
40.0				44.7
40.0				44.8
40.0				45.3
40.0				47.0
40.0				49.6
40.0				53.8
40.0				54.1
41.0				23.8
41.0				28.2
41.0				31.6
41.0				33.8
41.0				36.0
41.0				36.8
41.0				37.4
41.0				40.7
41.0				45.1
41.0				46.9
41.0				49.4
41.0				55.1
41.0				60.0
41.0				62.1
42.0				25.9
42.0				38.5
42.0				41.6
42.0				42.2
42.0				42.7
42.0				43.5
42.0				43.9
42.0				44.6
42.0				44.7
42.0				44.8
42.0				46.2
42.0				46.7
42.0				49.3
42.0				49.5
42.0				50.1
42.0				50.7
42.0				51.8
42.0				51.9
42.0				52.4
42.0				54.1
